,up_x_R,up_y_R,bottom_x_R,bottom_y_R,left_x_R,left_y_R,right_x_R,right_y_R,med_x_R,med_y_R,up_x_L,up_y_L,bottom_x_L,bottom_y_L,left_x_L,left_y_L,right_x_L,right_y_L,med_x_L,med_y_L,sum_left,sum_right,left_eye_center_x,left_eye_center_y,right_eye_center_x,right_eye_center_y
1433,0.0,2.0,7.0,23.0,0.0,3.0,21.0,20.0,12.0,18.0,12.0,14.0,29.0,21.0,13.0,14.0,29.0,20.0,19.5,18.0,1050.87451171875,999.60791015625,68.73089701,36.4385382061,31.2558139535,37.262458471799995
1434,8.0,10.0,7.0,26.0,1.0,12.0,23.0,15.0,12.0,18.0,23.0,11.0,23.0,27.0,9.0,14.0,32.0,13.0,21.0,19.0,919.2548828125,934.1529541015625,66.77051020430001,37.837102041,28.8999795915,37.477836735
1435,9.0,11.0,6.0,22.0,1.0,13.0,20.0,16.0,11.0,16.0,25.0,12.0,17.0,23.0,10.0,16.0,27.0,21.0,19.0,19.0,1032.168701171875,1023.7608032226562,65.8145772597,37.161516035,29.627055393600003,36.6031486882
1436,0.0,15.0,0.0,31.0,0.0,15.0,16.0,21.0,1.0,22.0,15.0,17.0,16.0,17.0,15.0,17.0,16.0,17.0,15.5,17.0,1087.12158203125,1034.4666748046875,63.026821480699994,35.5738423949,30.8539246957,38.9450947808
1437,10.0,0.0,1.0,32.0,1.0,31.0,24.0,19.0,10.0,19.0,20.0,11.0,22.0,29.0,7.0,15.0,31.0,25.0,19.0,21.0,900.3961181640625,813.7725219726562,67.6091328406,39.6569305119,34.7538750467,38.3368974585
1438,3.0,0.0,2.0,23.0,0.0,3.0,17.0,17.0,2.0,15.0,13.0,10.0,24.0,19.0,9.0,11.0,24.0,18.0,16.5,17.0,1056.38427734375,998.2627563476562,64.9895622368,34.6409097988,32.0797632029,35.2690450223
1439,1.0,2.0,10.0,28.0,1.0,1.0,23.0,25.0,14.5,21.0,22.0,3.0,23.0,20.0,12.0,16.0,24.0,19.0,22.0,13.0,1026.6549072265625,995.12939453125,60.3311283329,31.859524834400002,31.4356100716,39.1966626027
1440,17.0,22.0,7.0,25.0,8.0,25.0,15.0,22.0,11.0,23.0,26.0,1.0,32.0,29.0,15.0,4.0,32.0,29.0,28.0,10.5,995.5646362304688,1077.427490234375,63.02347891310001,36.7924379051,29.4094581708,39.5524727337
1441,25.0,0.0,2.0,25.0,0.0,18.0,31.0,6.0,11.0,12.5,8.0,0.0,32.0,29.0,1.0,4.0,32.0,29.0,14.0,11.0,845.815673828125,889.62353515625,63.8368434877,36.3539364556,26.8490035284,37.048000692399995
1442,0.0,11.0,10.0,23.0,1.0,11.0,19.0,14.0,10.0,20.0,32.0,0.0,25.0,23.0,12.0,13.0,32.0,10.0,26.0,12.0,1005.9921264648438,1055.501953125,67.7019607843,37.279551820500004,28.0311036417,37.666778711199996
1443,15.0,21.0,9.0,27.0,6.0,27.0,19.0,23.0,11.5,24.0,32.0,3.0,26.0,22.0,11.0,21.0,32.0,2.0,20.0,19.0,1037.494140625,1053.7843017578125,65.7600543554,35.5782620118,31.1852681542,39.446465718
1444,10.0,18.0,10.0,19.0,8.0,18.0,16.0,18.0,11.0,18.0,18.0,23.0,27.0,27.0,20.0,24.0,27.0,27.0,25.0,25.5,1072.39208984375,1073.196044921875,66.1168064084,41.225121495500005,31.139118825,35.225100133699996
1445,1.0,2.0,15.0,21.0,1.0,1.0,22.0,20.0,16.0,18.0,12.0,16.0,16.0,25.0,6.0,22.0,28.0,22.0,16.0,20.0,938.9176025390625,1026.690185546875,66.23660606060001,38.2666666667,31.783210059600002,35.5839406308
1446,7.0,17.0,9.0,29.0,1.0,19.0,20.0,19.0,10.0,21.0,11.0,13.0,7.0,18.0,6.0,15.0,21.0,16.0,12.0,16.0,1034.4549560546875,990.070556640625,61.607225428,33.9443894876,29.8704593369,38.4972309318
1447,8.0,12.0,13.0,22.0,2.0,13.0,20.0,16.0,11.0,16.0,18.0,13.0,26.0,23.0,10.0,16.0,27.0,22.0,19.0,19.0,1028.9921875,1026.1058349609375,65.4664746565,37.2440817959,29.098951532199997,37.0834005452
1448,5.0,15.0,6.0,25.0,4.0,15.0,15.0,17.0,8.5,21.0,21.0,19.0,25.0,20.0,21.0,19.0,25.0,20.0,23.0,20.0,1079.827392578125,1064.2667236328125,65.6285851714,37.1074445133,31.0655375525,39.060871573
1449,0.0,12.0,4.0,29.0,0.0,13.0,19.0,21.0,5.0,20.0,9.0,12.0,14.0,20.0,7.0,13.0,21.0,19.0,14.0,16.5,1040.0823974609375,953.37255859375,63.0685504972,34.1643118788,32.416954473800004,36.9553113551
1450,6.0,9.0,17.0,19.0,3.0,0.0,18.0,18.0,12.5,17.0,26.0,15.0,23.0,25.0,13.0,21.0,26.0,15.0,20.0,21.0,1040.9176025390625,1055.344970703125,63.5747624237,38.029848885999996,30.9595887213,34.3866645897
1451,4.0,0.0,15.0,22.0,0.0,3.0,22.0,12.0,3.0,6.0,1.0,3.0,25.0,23.0,1.0,4.0,28.0,10.0,21.0,12.0,949.2313842773438,1020.0195922851562,62.9498069496,36.4108108108,30.4061776061,36.6332046331
1452,12.0,0.0,4.0,29.0,0.0,4.0,23.0,24.0,8.0,17.0,31.0,0.0,9.0,22.0,6.0,13.0,32.0,8.0,18.0,17.0,967.2078247070312,762.7137451171875,62.6091305885,34.246549486599996,28.871772561,40.2721566592
1453,3.0,0.0,4.0,32.0,0.0,3.0,25.0,23.0,7.0,20.0,25.0,6.0,26.0,27.0,12.0,11.0,32.0,22.0,24.0,19.5,989.509765625,779.070556640625,71.0232127209,37.6027043944,28.8338550143,40.0042068362
1454,5.0,0.0,19.0,26.0,0.0,11.0,32.0,2.0,18.0,10.0,25.0,0.0,31.0,28.0,1.0,0.0,32.0,23.0,25.0,14.5,809.2548828125,806.1176147460938,64.4914678919,36.682219895100005,34.6063267874,40.2546683083
1455,31.0,3.0,31.0,6.0,31.0,0.0,31.0,3.0,31.0,4.5,18.0,23.0,18.0,23.0,18.0,23.0,18.0,23.0,18.0,23.0,1088.188232421875,1081.2823486328125,66.362881603,38.0409438968,30.153344520100003,35.7306999945
1456,6.0,4.0,3.0,24.0,0.0,10.0,14.0,20.0,5.0,20.0,32.0,12.0,32.0,29.0,18.0,16.0,32.0,29.0,30.0,19.0,991.9686279296875,1032.800048828125,65.6766792453,33.3959245282,26.3372075471,37.351245283000004
1457,8.0,14.0,20.0,32.0,4.0,15.0,27.0,26.0,16.0,23.0,31.0,2.0,18.0,32.0,4.0,14.0,32.0,9.0,15.0,20.0,766.7646484375,857.2509765625,64.1538025822,33.8044481464,30.9459058725,39.2061974177
1458,18.0,19.0,8.0,26.0,7.0,25.0,17.0,19.0,10.0,22.0,26.0,3.0,10.0,17.0,11.0,14.0,32.0,15.0,27.0,11.0,988.568603515625,1054.945068359375,62.941190677200005,29.275691341599998,30.2031155656,37.6225093588
1459,16.0,16.0,14.0,24.0,5.0,23.0,20.0,21.0,13.5,21.0,32.0,1.0,22.0,23.0,6.0,21.0,32.0,1.0,17.0,17.0,943.3372192382812,1029.674560546875,64.4571112575,35.2233890717,30.472542462199996,38.4138090852
1460,3.0,0.0,13.0,20.0,0.0,4.0,16.0,18.0,7.0,4.0,32.0,0.0,16.0,15.0,14.0,13.0,32.0,9.0,24.0,11.0,1027.070556640625,992.941162109375,65.1479852076,29.5872324338,28.6723857007,36.9585492396
1461,5.0,11.0,8.0,26.0,0.0,23.0,22.0,24.0,10.0,21.0,22.0,11.0,23.0,25.0,12.0,15.0,31.0,19.0,21.0,20.0,987.929443359375,987.3333740234375,65.3041072458,36.5432594756,28.8447454052,37.4281730581
1462,17.0,25.0,13.0,29.0,11.0,29.0,17.0,25.0,13.5,27.0,18.0,20.0,22.0,22.0,15.0,20.0,23.0,21.0,20.5,21.0,1070.690185546875,1068.8470458984375,63.872109413500006,37.8408565018,34.3873319799,41.9143857248
1463,21.0,11.0,15.0,25.0,2.0,18.0,23.0,16.0,12.0,15.0,29.0,1.0,31.0,31.0,8.0,25.0,32.0,29.0,22.0,19.0,908.1607666015625,1014.1411743164062,62.3833491014,42.238789025500004,29.1057710502,40.2527909175
1464,8.0,10.0,24.0,17.0,10.0,9.0,27.0,17.0,21.0,15.0,16.0,21.0,24.0,29.0,13.0,23.0,31.0,25.0,19.0,25.0,1029.9764404296875,1034.38037109375,66.6108061863,41.6356323363,35.0199969949,31.608140506399998
1465,0.0,3.0,13.0,26.0,0.0,4.0,18.0,23.0,12.5,23.0,32.0,9.0,17.0,23.0,10.0,18.0,32.0,6.0,15.0,20.0,1033.811767578125,1032.427490234375,62.292344517,37.215924974400004,30.3217109302,39.5696344577
1466,0.0,8.0,7.0,32.0,0.0,11.0,32.0,19.0,19.0,18.0,14.0,13.0,4.0,32.0,0.0,20.0,32.0,28.0,16.0,22.0,831.6000366210938,881.7136840820312,65.2029883315,38.386860431100004,31.6974280234,34.8173138098
1467,31.0,16.0,9.0,32.0,1.0,23.0,32.0,22.0,15.0,24.0,24.0,0.0,4.0,31.0,0.0,19.0,32.0,23.0,23.0,15.0,740.9097900390625,947.4666748046875,47.835757057399995,38.336502505300004,19.872516192,42.2903580595
1468,15.0,7.0,11.0,20.0,9.0,19.0,16.0,7.0,13.0,18.0,32.0,4.0,18.0,30.0,20.0,30.0,32.0,17.0,31.0,18.0,1048.9058837890625,1073.447021484375,65.5312262956,40.6179519594,31.615676359200002,34.173451327399995
1469,9.0,16.0,13.0,21.0,4.0,21.0,17.0,15.0,11.0,18.0,15.0,16.0,27.0,22.0,14.0,16.0,26.0,23.0,19.0,19.0,1045.6588134765625,1048.7412109375,66.2046407287,36.204156525,28.6206676897,35.1233102415
1470,9.0,6.0,16.0,21.0,5.0,10.0,23.0,17.0,15.0,13.0,7.0,13.0,3.0,30.0,0.0,27.0,32.0,18.0,17.0,20.0,858.0117797851562,970.501953125,67.8375939848,37.9007518796,32.0526917293,32.5254736842
1471,9.0,18.0,23.0,22.0,7.0,21.0,23.0,20.0,15.0,20.0,10.0,14.0,6.0,21.0,4.0,18.0,20.0,18.0,10.0,17.0,1026.11767578125,1022.5255126953125,63.134693877299995,34.1170845483,30.577259475399998,36.0104956265
1472,17.0,22.0,0.0,26.0,0.0,25.0,17.0,22.0,0.0,25.0,20.0,21.0,18.0,19.0,20.0,21.0,18.0,19.0,19.5,20.0,1085.313720703125,1086.199951171875,68.18225235199999,36.6244920952,30.361634874299998,38.4218058929
1473,17.0,17.0,6.0,30.0,6.0,28.0,18.0,22.0,13.0,25.0,17.0,1.0,29.0,32.0,5.0,11.0,32.0,29.0,23.0,16.0,907.423583984375,1020.2901611328125,59.5564624803,33.613605547199995,29.885141319899997,41.6565701013
1474,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,12.0,13.0,32.0,2.0,32.0,0.0,18.0,13.0,25.0,7.5,1084.2940673828125,1085.172607421875,65.64805921989999,28.786243863299998,31.2621278262,34.8126442106
1475,1.0,7.0,29.0,31.0,0.0,16.0,29.0,28.0,17.0,21.0,21.0,14.0,19.0,23.0,5.0,20.0,21.0,22.0,18.0,21.0,1058.38037109375,910.0863037109375,66.8167381737,37.0135695379,30.945631836599997,37.5817757678
1476,18.0,16.0,14.0,26.0,9.0,22.0,19.0,17.0,15.0,22.0,15.0,13.0,16.0,23.0,5.0,27.0,22.0,20.0,15.0,18.0,1015.1019287109375,1040.564697265625,64.36348679,36.587628539499995,29.808306280900002,40.363679165
1477,9.0,16.0,15.0,23.0,13.0,22.0,17.0,22.0,15.0,21.5,17.0,18.0,15.0,22.0,15.0,15.0,18.0,18.0,16.0,21.0,1070.7254638671875,1069.796142578125,63.7401026988,35.8787307437,30.482791309899998,36.6673653716
1478,16.0,8.0,13.0,23.0,3.0,14.0,25.0,14.0,14.0,11.0,16.0,17.0,12.0,26.0,13.0,26.0,17.0,18.0,16.0,23.0,1074.584228515625,988.2274169921875,63.8262374965,42.2671642813,31.488889305700003,37.791090661700004
1479,0.0,13.0,7.0,30.0,0.0,13.0,24.0,19.0,7.0,20.0,18.0,15.0,15.0,23.0,10.0,16.0,21.0,18.0,16.0,17.0,1041.87841796875,908.5372314453125,65.0539241983,37.4931078717,29.8485830906,39.1203381924
1480,1.0,13.0,5.0,28.0,0.0,18.0,18.0,24.0,8.0,24.0,22.0,15.0,27.0,21.0,16.0,20.0,30.0,20.0,25.0,19.0,1028.513671875,995.3961181640625,69.56182811149999,34.8034492672,29.7685541821,39.4123598738
1481,28.0,13.0,19.0,22.0,11.0,18.0,31.0,13.0,22.0,18.0,32.0,0.0,29.0,32.0,1.0,11.0,32.0,29.0,23.0,19.0,729.2744750976562,1010.180419921875,65.7900575614,37.3651491364,33.7772196062,35.118227804
1482,18.0,17.0,13.0,24.0,12.0,17.0,23.0,20.0,19.0,19.5,12.0,14.0,5.0,26.0,2.0,22.0,32.0,15.0,11.0,20.0,924.9843139648438,1033.066650390625,65.8470373251,39.8646590211,27.960478563800002,41.3779595137
1483,6.0,0.0,2.0,24.0,0.0,6.0,20.0,21.0,3.0,11.0,22.0,21.0,26.0,24.0,18.0,22.0,25.0,23.0,21.5,22.5,1072.2353515625,925.192138671875,67.6174709136,40.185390044,35.0408544727,36.9560938394
1484,17.0,18.0,5.0,23.0,6.0,22.0,17.0,16.0,12.0,20.0,14.0,17.0,23.0,19.0,14.0,17.0,22.0,18.0,16.5,17.0,1071.086181640625,1065.0706787109375,65.2283533264,34.0529054371,28.754634678200002,36.2304408784
1485,11.0,20.0,11.0,23.0,5.0,23.0,12.0,20.0,8.5,21.0,20.0,20.0,19.0,23.0,18.0,22.0,26.0,22.0,21.0,21.0,1069.7646484375,1067.199951171875,67.1376752442,37.4608695652,27.4605146405,37.284826974299996
1486,3.0,0.0,19.0,23.0,0.0,3.0,21.0,18.0,9.0,17.0,32.0,1.0,22.0,27.0,14.0,18.0,32.0,5.0,21.0,20.0,1022.5529174804688,1007.811767578125,68.5647058821,39.823529412,34.1647058824,37.070588235500004
1487,14.0,14.0,8.0,20.0,0.0,18.0,19.0,15.0,13.0,16.5,15.0,16.0,27.0,25.0,15.0,17.0,28.0,25.0,20.0,21.0,1051.815673828125,1054.552978515625,67.9708029197,37.6151824818,29.677313868600002,34.7393868613
1488,3.0,0.0,7.0,29.0,0.0,3.0,25.0,18.0,5.0,18.0,12.0,19.0,10.0,24.0,9.0,20.0,17.0,20.0,13.0,21.0,1046.800048828125,792.61572265625,63.2487942271,37.900871203600005,29.0676392123,38.0453088935
1489,2.0,6.0,18.0,32.0,0.0,12.0,32.0,18.0,19.0,18.0,13.0,13.0,5.0,32.0,0.0,20.0,32.0,29.0,16.0,21.0,827.2431030273438,868.0431518554688,65.44433749609999,38.2781553457,32.620768809,34.14972647
1490,13.0,15.0,23.0,26.0,7.0,20.0,25.0,21.0,19.0,20.0,16.0,14.0,15.0,28.0,11.0,21.0,26.0,20.0,16.0,21.0,987.8157348632812,1000.0706176757812,65.5527978486,38.9197144869,29.9004805672,36.782949633099996
1491,4.0,0.0,2.0,30.0,0.0,3.0,20.0,24.0,8.0,22.0,20.0,3.0,32.0,29.0,10.0,19.0,32.0,29.0,23.0,18.0,932.3255004882812,915.3843383789062,63.9567196325,36.1551803598,28.584923431100002,41.2252730536
1492,8.0,16.0,8.0,17.0,8.0,16.0,8.0,17.0,8.0,16.5,17.0,17.0,18.0,17.0,17.0,17.0,18.0,17.0,17.5,17.0,1087.321533203125,1087.3372802734375,67.0740524781,32.9834791059,24.0101068998,32.8878522838
1493,16.0,15.0,18.0,24.0,7.0,20.0,26.0,16.0,18.0,19.0,31.0,2.0,32.0,29.0,9.0,19.0,32.0,29.0,18.5,20.0,974.2392578125,993.4509887695312,62.5154247745,39.4523018512,32.567631703800004,37.9098243946
1494,11.0,10.0,14.0,28.0,0.0,22.0,29.0,10.0,11.0,22.0,31.0,0.0,24.0,31.0,15.0,18.0,32.0,29.0,22.0,18.0,985.9999389648438,938.305908203125,64.8578849724,34.0912801484,32.9721706865,38.8667903527
1495,15.0,19.0,9.0,24.0,2.0,24.0,20.0,20.0,13.5,21.0,16.0,18.0,25.0,24.0,11.0,23.0,26.0,25.0,17.0,21.0,1020.7803955078125,1038.690185546875,65.7385826774,40.2141732283,31.6220472438,40.3149606299
1496,15.0,19.0,17.0,23.0,12.0,20.0,18.0,19.0,16.0,20.5,27.0,0.0,30.0,31.0,16.0,19.0,32.0,28.0,29.0,17.5,933.188232421875,1065.8470458984375,65.1220975807,36.3965400731,31.040735234499998,37.9852953101
1497,12.0,20.0,7.0,23.0,8.0,20.0,14.0,24.0,10.5,21.0,30.0,1.0,16.0,24.0,20.0,19.0,32.0,12.0,29.5,13.0,1042.1685791015625,1072.466552734375,64.7322632913,38.099387675500004,29.0767901929,38.2301854489
1498,17.0,15.0,17.0,30.0,5.0,25.0,26.0,19.0,18.0,23.0,32.0,6.0,18.0,29.0,5.0,19.0,32.0,5.0,16.0,18.0,959.6078491210938,995.2706298828125,68.5755935679,37.3818099871,31.6287198383,40.2639955307
1499,26.0,19.0,4.0,31.0,1.0,29.0,32.0,20.0,17.0,24.0,24.0,0.0,13.0,27.0,1.0,19.0,32.0,17.0,24.0,14.0,913.0078125,1034.2313232421875,64.0625674783,32.5018038183,31.5923633967,39.789967083600004
1500,21.0,14.0,14.0,25.0,4.0,26.0,27.0,20.0,17.0,20.5,32.0,2.0,18.0,21.0,5.0,20.0,31.0,0.0,15.5,17.0,989.7098388671875,1008.11376953125,65.8152033967,34.7391316259,29.5564991098,38.4999315163
1501,15.0,15.0,13.0,25.0,7.0,23.0,24.0,22.0,16.0,20.5,16.0,16.0,18.0,27.0,8.0,20.0,23.0,26.0,15.0,19.5,1028.948974609375,1042.4822998046875,68.0673001361,39.3147036736,28.355047619,38.9485714287
1502,4.0,19.0,15.0,27.0,4.0,19.0,18.0,26.0,14.0,24.0,6.0,21.0,14.0,18.0,14.0,18.0,4.0,21.0,5.5,21.0,1085.7293701171875,1049.568603515625,62.624507054300004,34.1223098097,27.0215543839,40.7064174958
1503,16.0,15.0,23.0,22.0,9.0,21.0,22.0,16.0,15.0,20.0,21.0,14.0,16.0,23.0,13.0,21.0,21.0,14.0,17.0,21.0,1064.505859375,1067.074462890625,65.10142088159999,36.7915007392,29.6539390711,36.694052647
1504,15.0,12.0,17.0,32.0,4.0,26.0,29.0,17.0,16.0,22.0,22.0,9.0,20.0,31.0,5.0,18.0,30.0,24.0,19.0,19.0,640.38818359375,660.4077758789062,65.6809090909,33.5918181818,30.159406308,34.7157699442
1505,5.0,14.0,21.0,22.0,6.0,14.0,26.0,20.0,16.0,19.5,17.0,14.0,27.0,22.0,4.0,19.0,29.0,19.0,18.0,19.0,998.2470703125,1026.35302734375,65.5797862002,34.9792031099,30.1159494655,35.8773177842
1506,13.0,15.0,10.0,26.0,6.0,17.0,23.0,18.0,15.0,19.0,31.0,1.0,11.0,23.0,10.0,22.0,32.0,1.0,16.0,18.0,1027.9176025390625,1016.929443359375,64.5365371955,35.7945358788,30.557603686500002,39.2443054641
1507,8.0,10.0,23.0,24.0,4.0,13.0,28.0,24.0,15.0,14.0,32.0,1.0,17.0,22.0,10.0,11.0,32.0,3.0,19.0,19.0,1044.9686279296875,953.6392822265625,66.6363992173,35.6994129159,31.2990774391,37.282862734
1508,7.0,12.0,11.0,24.0,2.0,14.0,16.0,22.0,11.0,21.0,18.0,19.0,16.0,22.0,14.0,22.0,21.0,20.0,17.0,21.0,1065.164794921875,1049.0352783203125,65.0398589067,36.2512471656,28.020559335100003,37.4658604184
1509,12.0,21.0,15.0,23.0,12.0,21.0,19.0,22.0,15.0,22.0,32.0,0.0,32.0,26.0,14.0,25.0,32.0,26.0,28.0,15.0,952.827392578125,1067.2509765625,65.0683454692,39.1177404081,32.0888163264,37.151869387800005
1510,19.0,25.0,18.0,27.0,16.0,25.0,18.0,27.0,17.0,26.0,29.0,0.0,14.0,14.0,12.0,13.0,32.0,6.0,29.0,6.0,1047.6549072265625,1074.37255859375,59.388054421999996,31.200700680300002,30.39,45.273999999999994
1511,9.0,15.0,12.0,32.0,3.0,25.0,31.0,25.0,17.5,23.0,18.0,1.0,31.0,29.0,1.0,19.0,32.0,8.0,20.0,16.0,935.5450439453125,1008.1489868164062,61.0600371059,32.1644526903,32.794211503,38.4328014842
1512,1.0,1.0,1.0,31.0,0.0,3.0,26.0,23.0,5.0,19.0,15.0,11.0,21.0,21.0,12.0,20.0,22.0,18.0,18.0,19.0,1053.4156494140625,850.439208984375,67.1857595264,35.331337757600004,31.7268027208,39.9825850344
1513,8.0,8.0,14.0,23.0,1.0,10.0,21.0,11.0,11.0,12.0,29.0,0.0,32.0,26.0,14.0,14.0,32.0,26.0,27.0,13.0,913.7216186523438,1002.058837890625,64.7486760857,38.096912611,30.241480272199997,36.4548052327
1514,23.0,12.0,18.0,20.0,16.0,18.0,19.0,21.0,17.0,18.5,8.0,0.0,18.0,25.0,5.0,0.0,32.0,11.0,20.0,5.0,821.945068359375,1074.10595703125,66.5434719072,39.5851448727,33.411438649699996,35.0093222475
1515,16.0,16.0,16.0,24.0,14.0,24.0,19.0,18.0,16.0,18.0,24.0,15.0,17.0,19.0,17.0,18.0,28.0,17.0,23.5,16.5,1067.2431640625,1076.509765625,67.6718034152,40.6070803831,30.5314385672,39.5390453977
1516,0.0,2.0,15.0,23.0,0.0,3.0,26.0,21.0,16.0,18.0,15.0,14.0,16.0,24.0,5.0,17.0,25.0,22.0,14.0,19.5,951.4784545898438,937.188232421875,64.5489367774,37.6345939777,29.6873412299,36.399714571
1517,3.0,0.0,18.0,24.0,0.0,3.0,21.0,22.0,9.0,12.0,15.0,10.0,18.0,24.0,11.0,23.0,31.0,13.0,21.0,13.0,1006.3372802734375,933.7098388671875,67.322024464,37.3574203302,30.824391810599998,37.3064815552
1518,3.0,0.0,9.0,24.0,1.0,0.0,12.0,22.0,9.0,21.0,20.0,18.0,16.0,21.0,16.0,21.0,20.0,18.0,18.0,20.0,1071.5294189453125,1061.13330078125,65.9219046457,34.7271427702,24.550476074200002,37.8985713412
1519,4.0,0.0,16.0,21.0,0.0,3.0,21.0,0.0,7.0,2.0,18.0,23.0,19.0,25.0,19.0,24.0,22.0,22.0,20.5,23.5,1074.713623046875,1014.819580078125,67.4857100896,39.2277672217,29.058212775,35.9595149587
1520,1.0,4.0,12.0,23.0,0.0,14.0,15.0,23.0,9.5,20.0,29.0,0.0,11.0,22.0,16.0,19.0,32.0,9.0,28.5,7.0,1020.4783935546875,1067.486328125,65.9939620817,35.6208187416,29.7181499821,36.6351889869
1521,18.0,18.0,20.0,22.0,11.0,20.0,24.0,21.0,18.0,20.0,18.0,30.0,23.0,32.0,20.0,31.0,27.0,31.0,23.0,31.0,1063.1097412109375,1048.3489990234375,69.5054114549,46.1197103359,33.9679262673,35.762791309899995
1522,3.0,0.0,2.0,32.0,0.0,3.0,26.0,27.0,4.0,17.0,14.0,18.0,17.0,18.0,15.0,18.0,16.0,19.0,16.0,18.0,1080.454833984375,879.7685546875,65.1985706353,33.8997220679,28.144143571799997,41.375875486300004
1523,30.0,19.0,13.0,29.0,11.0,27.0,25.0,21.0,14.0,27.0,32.0,0.0,1.0,21.0,2.0,21.0,32.0,4.0,17.5,6.0,1040.2784423828125,1060.36474609375,59.825166911400004,29.8357661785,27.498264150900003,45.9809811321
1524,12.0,15.0,12.0,31.0,4.0,19.0,26.0,22.0,15.5,20.0,15.0,12.0,19.0,22.0,10.0,23.0,23.0,20.0,16.0,20.0,1051.63134765625,991.8431396484375,65.9552495699,36.1170395867,31.3115318417,40.413080895
1525,3.0,0.0,13.0,20.0,0.0,3.0,12.0,21.0,5.0,6.0,18.0,18.0,20.0,20.0,19.0,19.0,20.0,20.0,19.5,19.0,1078.39599609375,957.309814453125,69.8775510202,34.767186874800004,28.4132853144,34.165346138400004
1526,3.0,0.0,19.0,26.0,0.0,3.0,26.0,16.0,11.0,12.0,17.0,19.0,13.0,24.0,13.0,20.0,17.0,11.0,14.0,21.5,1066.7568359375,846.7490234375,63.7571070535,37.4375939849,28.645327605100004,39.0255639098
1527,0.0,3.0,6.0,27.0,0.0,3.0,17.0,25.0,12.0,23.0,22.0,13.0,20.0,17.0,16.0,15.0,23.0,13.0,19.0,15.0,1059.14111328125,1024.0157470703125,66.4107121533,31.483906183200002,30.086481876500002,39.3796503195
1528,18.0,19.0,15.0,21.0,15.0,21.0,17.0,19.0,16.0,20.5,31.0,14.0,29.0,27.0,18.0,25.0,32.0,24.0,29.0,23.5,1004.7097778320312,1077.454833984375,66.3837865516,40.316928456199996,30.1802706896,35.2191713337
1529,3.0,0.0,14.0,25.0,0.0,3.0,20.0,15.0,9.0,13.0,15.0,11.0,18.0,25.0,12.0,12.0,30.0,13.0,20.0,14.0,1025.2509765625,946.3489990234375,67.60728862970001,37.7985422739,30.8889212829,38.1768221576
1530,13.0,22.0,17.0,26.0,12.0,22.0,20.0,25.0,17.0,24.0,23.0,21.0,22.0,24.0,20.0,23.0,25.0,22.0,22.0,23.0,1069.4744873046875,1065.88623046875,69.2665066024,38.206482593000004,32.9855942379,39.9459783913
1531,11.0,14.0,15.0,25.0,9.0,22.0,19.0,23.0,15.0,22.0,19.0,19.0,20.0,23.0,18.0,23.0,24.0,22.0,21.0,22.0,1069.2158203125,1064.0118408203125,67.5918367348,37.236392205,30.7377357683,39.3411741599
1532,8.0,0.0,16.0,32.0,6.0,0.0,32.0,18.0,17.0,20.0,16.0,10.0,12.0,25.0,0.0,16.0,22.0,19.0,7.0,19.5,982.2823486328125,937.8823852539062,59.8758783616,39.0107755104,32.4938919667,42.9733333331
1533,21.0,17.0,24.0,21.0,15.0,21.0,23.0,22.0,19.5,20.0,21.0,13.0,9.0,25.0,7.0,23.0,23.0,13.0,16.0,19.0,998.2391967773438,1060.09814453125,63.7621621622,36.767567567600004,31.1135135135,37.3945945946
1534,12.0,10.0,15.0,27.0,3.0,20.0,23.0,23.0,13.0,20.0,24.0,10.0,16.0,26.0,9.0,22.0,32.0,18.0,21.0,19.0,910.0235595703125,967.4195556640625,64.18707608,36.8523675671,30.5501575286,37.6675174106
1535,6.0,21.0,6.0,23.0,6.0,21.0,9.0,21.0,7.0,22.0,23.0,18.0,21.0,17.0,24.0,17.0,21.0,17.0,23.0,17.0,1084.2470703125,1073.941162109375,66.1460457775,34.7990276245,30.2553812155,38.3384751381
1536,17.0,22.0,14.0,23.0,15.0,22.0,15.0,23.0,15.0,22.5,31.0,0.0,7.0,19.0,8.0,17.0,32.0,9.0,27.0,10.0,1004.2588500976562,1081.294189453125,67.5038961039,29.0883116883,29.6337662338,38.8753246753
1537,13.0,15.0,13.0,18.0,7.0,18.0,16.0,15.0,12.0,16.0,20.0,17.0,28.0,26.0,10.0,23.0,31.0,26.0,19.0,22.0,1025.682373046875,1069.63916015625,65.52118226569999,38.2876847288,28.085573539899997,32.447290640300004
1538,8.0,16.0,14.0,21.0,7.0,17.0,22.0,20.0,14.0,18.0,21.0,17.0,20.0,24.0,12.0,21.0,26.0,21.0,19.5,20.0,1029.5372314453125,1042.941162109375,66.87922767180001,35.5176145992,30.6769206621,33.8523084768
1539,9.0,10.0,12.0,27.0,3.0,20.0,26.0,21.0,13.0,18.0,16.0,9.0,9.0,19.0,8.0,17.0,23.0,13.0,13.0,14.0,1036.929443359375,934.4078369140625,61.36243232,31.1865611553,23.8278495071,33.7028460362
1540,18.0,12.0,4.0,28.0,0.0,23.0,23.0,22.0,15.0,20.0,15.0,16.0,24.0,26.0,7.0,18.0,23.0,26.0,15.0,23.0,1029.63916015625,926.0078735351562,65.5752895754,40.0308880309,23.9382239382,37.5598455598
